Air temperature (C),Relative humidity (%),Air velocity (m/s),Radiant temperature (C),Clo,Met,Thermal comfort
23.6,55.3,0.07,23.8,0.24,1.2,6.0
19.9,36.4,0.13,20.0,0.56,1.2,3.0
24.2,51.0,0.1,24.4,0.33,1.49,3
23.4,31.3,0.09,23.5,0.71,1.0,5
25.5,62.0,0.13,25.7,0.53,1.24,4
23.3,49.0,0.15,23.3,0.42,1.59,5
24.1,62.0,0.07,24.7,0.59,1.2,1
20.8,46.4,0.07,21.2,1.18,1.2,5
22.4,32.6,0.15,23.3,0.37,1.72,5
21.4,26.5,0.1,21.8,0.59,1.2,5
23.3,64.3,0.11,23.4,0.53,1.2,4.0
28.8,74.3,0.42,30.1,0.33,2.0,3.0
26.4,52.0,0.26,23.2,0.6,1.1,2.0
24.4,28.5,0.07,25.1,0.8,1.0,5
17.5,42.2,0.27,19.0,0.46,1.1,5.0
30.5,68.1,0.62,31.1,0.43,1.2,2.0
20.8,47.9,0.07,21.2,1.18,1.0,2
24.5,61.6,0.11,26.0,0.69,1.2,5.0
21.5,38.9,0.1,21.0,0.7,1.5,5.0
24.0,32.7,0.22,24.1,0.58,1.26,6
24.0,41.0,0.19,23.8,0.31,1.72,5
27.7,41.3,0.09,27.6,1.44,1.0,5.0
17.6,52.0,0.09,24.5,0.81,1.2,3.0
23.6,38.4,0.12,23.9,0.74,1.0,4
22.3,35.5,0.1,22.4,0.67,1.48,5
23.9,53.7,0.03,24.0,0.54,1.2,3.0
29.7,73.2,0.37,30.6,0.39,1.2,2.0
17.2,55.0,0.1,16.3,0.81,1.37,6.0
22.6,37.2,0.16,23.3,0.34,1.03,6
21.9,32.0,0.29,19.7,1.06,1.1,2.0
28.7,78.9,0.69,30.4,0.31,1.6,3.0
26.6,57.3,0.01,26.9,0.71,1.2,3.0
23.3,60.0,0.09,23.3,0.65,1.02,5.0
23.4,37.2,0.04,23.5,0.67,1.2,6
23.3,56.0,0.11,23.8,0.24,1.44,5
22.9,41.6,0.14,23.4,0.47,1.0,2
23.4,41.0,0.13,23.6,0.43,1.49,5
23.2,53.7,0.22,24.1,0.51,1.42,6
29.2,41.9,0.41,29.6,0.34,1.6,2.0
25.8,38.0,0.2,26.4,0.61,1.0,5.0
23.6,27.8,0.09,23.8,1.06,1.0,2
20.1,27.7,0.16,19.1,1.49,1.1,1.0
21.6,47.9,0.31,22.3,0.46,1.1,1.0
28.7,75.4,0.42,30.3,0.31,1.2,5.0
23.6,42.4,0.24,23.6,0.68,1.22,5
30.3,74.3,0.53,30.7,0.56,1.2,3.0
29.7,67.8,0.19,30.4,0.38,1.2,3.0
22.5,49.0,0.1,22.7,0.46,1.0,5
28.5,56.6,0.52,29.2,0.95,1.2,3.0
23.7,55.0,0.17,23.9,0.41,1.24,3
22.4,58.0,0.06,23.0,0.61,1.2,5.0
23.8,29.6,0.08,24.4,0.53,1.2,5
22.1,59.5,0.08,21.7,0.4,1.0,1.0
21.5,40.9,0.07,22.3,0.51,1.4,2
23.1,49.1,0.17,23.2,0.98,1.36,5
26.5,38.5,0.06,25.6,0.4,1.1,3.0
23.7,44.9,0.08,23.8,1.0,1.0,5.0
25.8,39.7,0.33,24.8,0.6,1.1,2.0
22.3,41.2,0.11,22.6,0.72,1.2,5
23.3,70.2,0.15,24.0,0.45,1.0,5.0
27.9,62.3,0.43,28.1,0.4,1.2,5.0
29.8,76.4,0.47,30.2,0.31,1.6,3.0
24.8,53.5,0.03,25.6,0.75,2.0,3.0
23.5,48.7,0.12,23.7,0.82,1.57,6
22.6,62.3,0.03,22.6,0.62,1.0,6.0
22.2,31.4,0.07,22.3,0.68,1.0,5
24.4,60.5,0.27,25.1,0.41,1.37,5
26.6,32.3,0.34,28.7,1.2,1.0,3.0
24.6,45.0,0.01,25.9,0.74,1.11,6.0
22.4,39.0,0.4,24.9,0.91,1.2,3.0
21.7,47.8,0.06,21.9,0.53,1.0,5
24.8,47.2,0.2,24.7,0.71,1.1,5.0
23.5,38.4,0.18,23.4,1.41,1.1,2.0
22.7,51.0,0.16,23.0,0.38,1.34,5
22.7,50.1,0.06,22.9,0.68,1.0,5
13.5,37.8,0.23,13.6,0.9,1.2,3.0
21.5,51.6,0.01,22.6,1.33,1.6,5.0
28.6,61.9,1.3,25.4,0.67,1.1,2.0
30.1,57.4,0.36,31.5,0.4,1.2,5.0
27.5,68.9,0.06,26.8,0.46,1.1,2.0
22.8,35.9,0.07,22.9,1.12,1.2,5
24.0,34.0,0.08,22.5,0.96,1.1,5.0
29.3,65.6,0.46,32.5,0.29,1.2,5.0
21.0,33.9,0.02,21.4,0.98,1.0,4
21.0,25.9,0.12,20.1,1.0,1.0,5.0
32.2,64.6,0.35,33.5,0.37,1.2,2.0
23.8,33.7,0.27,21.8,1.16,1.1,2.0
21.8,39.5,0.09,22.5,0.62,1.0,5
30.3,65.4,0.02,29.8,0.46,1.1,5.0
23.9,32.4,0.15,24.2,0.4,1.25,6
23.9,31.9,0.14,24.4,0.42,1.37,5
23.4,14.1,0.1,22.7,0.7,1.2,5.0
20.0,70.5,0.07,20.6,0.71,1.2,3.0
27.9,61.6,0.25,26.8,0.65,1.0,2.0
18.1,42.1,0.08,19.1,0.46,1.1,3.0
29.2,75.8,0.16,30.1,0.24,1.2,5.0
23.6,56.1,0.06,23.8,0.54,1.2,6.0
21.3,31.9,0.16,18.9,0.97,1.1,2.0
20.3,37.0,0.2,20.2,0.46,1.2,5.0
29.6,76.2,0.56,29.8,0.36,1.2,3.0
23.0,62.9,0.06,23.4,0.76,1.2,4.0
28.9,57.3,0.15,29.5,0.21,1.2,3.0
23.2,38.5,0.08,23.6,0.81,1.2,6
23.9,31.1,0.17,24.6,0.4,1.19,6
22.1,32.9,0.21,23.8,0.37,1.03,3
22.1,46.2,0.07,22.7,0.45,1.0,5.0
30.3,70.5,0.52,31.0,0.29,1.6,3.0
23.5,41.0,0.07,22.7,0.4,1.0,5.0
23.7,12.4,0.06,22.4,0.9,1.1,1.0
23.0,23.5,0.06,22.1,0.5,1.2,5.0
27.9,45.7,0.41,28.2,0.29,1.6,5.0
22.2,62.0,0.12,22.1,0.75,1.24,5
23.1,31.2,0.06,23.3,1.11,1.2,5
23.0,58.0,0.15,23.0,0.62,1.71,5.0
21.9,31.4,0.08,20.7,0.6,1.2,6.0
25.2,45.0,0.12,25.6,0.4,1.0,3.0
21.8,27.9,0.07,22.0,0.54,1.0,4
24.7,63.2,0.05,24.8,0.48,1.2,3.0
29.7,67.8,0.19,30.4,0.38,1.2,2.0
22.3,28.3,0.08,22.5,0.88,1.0,5
22.7,43.3,0.11,23.1,0.79,1.2,5
23.7,63.0,0.13,24.0,0.35,1.39,6
28.8,74.0,0.57,29.3,0.19,1.2,2.0
19.5,49.4,0.1,20.4,0.75,1.1,3.0
23.3,48.0,0.1,23.4,0.29,1.26,4
23.2,66.1,0.21,23.4,0.46,1.37,6
23.8,60.0,0.11,24.3,0.53,1.29,4
23.0,51.0,0.1,23.2,0.4,1.09,4
28.6,62.6,1.5,25.6,0.67,1.1,2.0
23.1,44.0,0.1,23.2,0.54,1.59,5
29.8,71.6,0.15,30.1,0.18,1.2,2.0
10.7,26.7,0.13,9.4,1.43,1.1,2.0
21.7,47.0,0.05,21.9,0.61,1.0,5.0
22.4,20.6,0.06,21.6,1.2,1.0,3.0
22.6,47.6,0.08,22.8,0.57,1.0,5
29.7,75.7,0.18,30.2,0.63,0.8,3.0
23.0,44.5,0.06,23.0,0.78,1.2,6.0
28.8,74.0,0.57,29.3,0.58,1.2,2.0
23.3,64.0,0.1,23.5,0.29,0.99,5
23.7,64.0,0.1,23.8,0.42,1.19,5
24.1,66.0,0.1,24.4,0.51,1.04,5
23.2,58.3,0.07,23.5,0.46,1.2,6.0
23.3,56.0,0.1,23.6,0.29,0.99,5
14.1,44.6,0.07,14.3,1.21,1.2,3.0
22.3,49.9,0.19,22.6,0.69,1.07,2
21.2,44.9,0.11,21.8,0.91,1.57,4
23.0,37.3,0.09,23.4,0.6,1.4,3
23.7,35.0,0.1,23.1,0.6,1.1,6.0
23.5,46.7,0.11,23.6,0.53,1.2,5
23.9,65.1,0.25,24.7,1.48,1.2,5.0
21.4,40.7,0.19,21.8,0.8,1.22,5
22.6,30.7,0.05,20.9,0.8,1.2,2.0
21.8,57.3,0.1,22.5,0.8,1.2,5.0
21.4,42.2,0.06,21.6,0.48,1.2,3
23.0,50.3,0.16,23.5,1.08,1.22,4
22.7,40.1,0.03,22.9,0.76,1.4,4
30.1,71.1,0.43,30.9,0.38,1.2,3.0
21.9,69.9,0.11,22.4,1.0,1.0,5.0
24.3,25.6,0.5,21.0,0.7,1.1,2.0
20.7,55.5,0.13,21.1,0.3,1.2,3.0
25.9,59.8,0.21,24.3,0.67,1.2,2.0
18.0,52.9,0.07,18.4,1.46,1.12,5
22.9,17.9,0.11,22.1,0.5,1.4,5.0
22.9,64.6,0.05,23.5,0.54,1.0,5.0
25.0,56.1,0.43,25.2,0.46,1.12,6
27.2,43.7,0.18,27.3,0.46,1.1,2.0
17.1,58.1,0.09,17.4,0.64,1.72,5
24.3,65.2,0.28,24.8,0.82,1.2,5.0
19.9,56.2,0.11,21.3,0.46,1.1,5.0
23.1,32.5,0.17,24.0,0.65,1.54,5
20.7,29.8,0.26,23.4,1.0,1.2,2.0
28.2,23.2,0.01,26.3,0.49,1.1,2.0
23.2,45.6,0.05,22.3,0.8,1.1,4.0
25.1,31.7,0.05,25.2,0.34,1.29,4
22.5,62.0,0.1,23.1,0.5,0.99,5
22.8,58.0,0.19,22.9,0.34,1.39,6
25.1,50.0,0.12,25.1,0.52,1.26,5
30.1,69.1,0.15,29.6,0.67,1.1,5.0
25.0,58.6,0.14,25.4,0.54,1.2,4.0
32.0,61.9,0.18,33.5,0.29,1.2,2.0
24.6,24.7,0.12,24.0,0.52,1.2,6
22.8,53.0,0.07,22.8,0.65,1.12,5
21.6,55.0,0.08,21.7,0.35,1.24,5
31.7,66.4,0.47,32.9,0.52,1.2,2.0
23.6,55.0,0.12,23.9,0.43,0.99,5
23.4,58.0,0.17,23.7,0.47,1.44,4
22.9,65.1,0.01,23.4,1.06,1.2,5.0
22.1,36.1,0.06,22.4,0.95,1.2,5
23.7,40.0,0.07,23.9,0.71,1.0,5
23.0,54.0,0.12,23.4,0.6,1.24,6
24.6,41.6,0.27,25.0,0.45,1.03,5
29.2,44.8,0.01,29.4,0.92,1.6,3.0
22.5,63.0,0.1,22.7,0.53,1.99,6
29.8,78.8,0.26,30.9,0.21,1.6,3.0
21.8,42.0,0.14,22.1,0.34,1.03,3
19.1,69.3,0.1,19.2,0.7,1.2,5.0
23.5,20.0,0.06,22.6,1.0,1.0,4.0
21.3,48.8,0.04,21.8,0.62,1.2,5
22.7,47.0,0.1,23.3,0.4,1.24,3
23.9,68.4,0.05,24.0,0.89,1.0,3.0
22.9,40.8,0.07,22.3,0.3,1.0,6.0
24.8,62.0,0.1,25.3,0.53,1.0,5
20.3,56.8,0.09,19.3,0.46,1.1,5.0
23.4,55.0,0.18,23.3,0.35,1.59,6
22.4,39.8,0.1,23.0,0.87,1.1,5
23.8,37.5,0.08,23.9,0.65,1.0,6
23.0,42.7,0.1,22.9,0.6,1.36,5
25.0,62.6,0.04,25.2,0.52,1.0,4.0
29.7,78.0,0.25,28.4,0.27,1.2,2.0
23.0,61.8,0.02,23.8,0.86,1.6,3.0
23.4,46.4,0.07,23.7,0.62,1.0,5
23.8,64.1,0.09,23.8,0.75,1.2,3.0
22.2,26.6,0.14,19.9,0.48,1.0,5
13.8,36.7,0.12,14.4,1.0,1.6,2.0
20.5,55.0,0.04,18.4,1.01,1.1,5.0
20.6,31.4,0.07,21.1,0.76,1.0,4
23.7,30.6,0.03,23.9,0.79,1.0,4
23.4,39.9,0.08,22.6,0.4,1.2,6.0
25.8,39.7,0.33,24.8,0.95,1.1,2.0
22.2,27.3,0.11,23.0,0.8,1.2,5
23.8,43.0,0.07,23.6,0.64,1.11,1.0
22.8,49.0,0.09,23.6,0.4,1.28,1.0
22.0,57.0,0.11,22.0,0.46,1.51,5
27.0,48.8,0.22,25.2,0.36,1.2,3.0
22.6,32.4,0.21,23.5,0.52,1.12,5
22.7,52.9,0.11,23.1,0.57,1.25,5
31.1,27.1,0.52,28.7,0.61,1.1,5.0
23.8,23.7,0.06,23.8,0.27,1.2,2
22.6,53.0,0.12,22.6,0.52,1.39,5
21.8,60.3,0.12,22.5,0.41,1.2,4.0
23.7,45.0,0.18,24.1,0.38,1.19,6
21.1,39.0,0.13,21.5,1.44,1.79,4.0
23.4,65.0,0.2,23.5,0.37,1.24,3
21.4,44.3,0.04,21.8,0.85,1.0,5
29.1,71.3,0.15,28.5,0.67,1.1,5.0
23.7,26.2,0.17,24.0,0.61,1.0,4
32.0,61.9,0.18,33.5,0.24,1.2,3.0
18.2,22.1,0.22,16.4,1.28,1.1,2.0
25.2,43.2,0.18,23.9,0.91,1.1,5.0
24.4,42.1,0.07,23.9,0.5,1.0,5.0
29.4,40.3,0.18,29.8,0.4,1.2,5.0
16.5,59.4,0.08,16.8,0.82,1.1,3
25.1,55.2,0.03,26.3,0.45,1.6,5.0
19.3,48.0,0.03,19.9,0.4,1.6,3.0
23.0,64.0,0.03,23.2,0.46,1.4,5.0
21.3,29.8,0.1,21.5,0.93,1.2,5
17.8,55.0,0.09,18.3,0.83,1.66,5
21.5,57.2,0.14,22.2,0.84,1.4,4
21.6,44.7,0.13,20.9,0.8,1.2,4.0
21.7,38.7,0.05,22.2,0.92,1.0,5.0
23.3,40.3,0.09,21.8,0.7,1.1,2.0
27.6,76.1,0.1,28.1,0.52,0.8,5.0
23.8,43.9,0.12,24.4,0.48,1.52,4
29.7,75.7,0.18,30.2,0.4,1.2,5.0
26.2,39.9,0.77,23.4,1.14,1.1,5.0
23.0,36.6,0.26,23.8,0.64,1.37,5
23.1,32.0,0.11,23.8,0.44,1.17,5
22.3,39.9,0.17,22.8,0.73,1.42,4
22.7,31.6,0.09,23.0,0.62,1.0,5
21.5,42.5,0.1,21.6,0.7,1.03,4
23.8,37.8,0.06,22.7,0.5,1.2,5.0
22.0,27.5,0.07,22.1,0.59,1.0,6
24.3,39.6,0.08,24.1,0.4,1.2,5.0
24.7,25.9,0.1,24.1,0.57,1.0,2
28.4,56.9,0.25,29.6,0.53,1.2,5.0
22.9,31.0,0.07,23.5,0.62,1.2,4
23.3,41.7,0.01,23.3,0.78,1.4,5
32.0,66.3,0.21,32.7,0.41,1.6,3.0
20.6,30.8,0.02,20.6,0.81,1.4,4
22.0,22.9,0.09,22.0,0.77,1.2,5
19.8,65.2,0.11,20.3,0.93,1.2,3.0
27.7,43.3,0.27,25.4,0.71,1.1,2.0
23.1,56.0,0.11,23.5,0.38,1.24,4
17.6,59.8,0.1,18.1,1.29,1.2,5.0
21.6,50.3,0.1,22.0,0.46,1.03,3
24.6,60.5,0.11,24.8,0.55,1.0,6
23.6,38.9,0.05,23.7,0.35,1.2,3
27.2,43.1,0.1,26.1,0.71,1.1,2.0
23.4,64.0,0.12,23.6,0.41,0.99,5
20.2,31.0,0.15,17.1,1.85,1.0,2.0
22.5,56.2,0.07,22.6,0.49,1.0,5.0
23.9,45.0,0.1,24.1,0.28,1.14,5
22.7,39.6,0.16,23.4,0.73,1.2,3
22.4,33.3,0.05,22.6,0.84,1.4,3
23.5,48.5,0.09,23.5,0.68,1.12,3
25.0,57.0,0.16,25.4,0.42,1.24,4
21.0,76.1,0.18,21.6,0.61,1.0,4.0
31.7,69.4,0.39,32.5,0.1,1.2,2.0
24.4,39.0,0.1,24.6,0.29,1.42,5
22.4,43.8,0.09,22.6,0.5,1.3,6.0
22.8,31.2,0.12,23.1,1.2,1.4,5.0
21.7,48.7,0.05,21.6,1.75,0.8,5.0
23.8,57.0,0.12,24.1,0.42,1.19,6
23.8,46.9,0.08,23.7,0.5,1.2,3.0
30.5,68.1,0.62,31.1,0.29,1.2,3.0
23.8,43.4,0.21,24.6,0.57,1.42,5
22.6,65.0,0.05,25.6,0.82,1.2,5.0
22.4,51.3,0.09,22.7,0.55,1.2,5.0
21.7,55.0,0.19,22.4,0.84,1.2,5
18.2,56.7,0.13,18.9,0.84,1.6,3.0
24.5,48.2,0.15,24.9,0.59,1.0,5.0
22.9,52.2,0.1,23.2,1.06,1.2,5
21.9,50.4,0.06,22.5,0.53,1.2,5.0
22.9,69.6,0.07,23.4,0.73,1.0,5.0
28.6,61.9,1.3,25.4,0.6,1.1,2.0
24.7,48.0,0.23,24.9,0.56,1.47,6
23.3,64.6,0.23,23.9,1.03,1.2,5.0
22.8,28.8,0.07,23.2,0.71,1.0,3
22.3,23.0,0.23,22.3,0.47,1.0,6
23.9,65.1,0.25,24.7,0.29,0.8,5.0
22.2,59.0,0.1,22.6,0.49,1.59,5
22.8,36.2,0.29,23.8,0.5,1.72,5
24.3,55.0,0.12,24.3,0.26,1.39,5
28.7,57.3,0.5,29.1,0.89,1.6,3.0
23.6,23.4,0.07,22.6,0.5,1.2,3.0
26.4,29.9,0.17,26.0,0.62,1.69,6
22.6,45.3,0.25,23.8,0.66,1.0,5.0
23.1,57.0,0.11,23.3,0.42,1.39,5
18.8,54.7,0.03,19.4,1.27,1.6,2.0
28.6,73.4,0.5,29.3,0.4,1.2,2.0
24.7,61.4,0.06,24.8,0.62,1.0,5
26.4,53.1,0.16,25.0,0.64,1.1,2.0
23.3,31.9,0.2,24.1,0.49,1.03,6
23.9,68.0,0.0,24.6,1.36,1.6,5.0
22.4,43.0,0.04,24.1,1.1,1.11,6.0
23.7,55.0,0.17,23.9,0.9,1.27,5
28.4,45.1,0.31,28.9,0.67,1.1,2.0
29.5,47.8,0.69,30.0,0.31,1.2,3.0
20.2,27.5,0.22,19.4,1.2,1.1,2.0
23.3,70.8,0.31,24.9,0.79,1.6,2.0
22.8,53.9,0.05,23.0,0.94,1.2,3
23.1,42.9,0.02,23.4,0.9,1.2,4
22.9,42.6,0.06,23.1,0.65,1.55,4
22.5,36.7,0.08,22.7,0.62,1.2,3
25.1,47.5,0.04,25.1,0.49,1.2,2
24.3,37.0,0.16,24.5,0.52,0.99,6
23.3,45.0,0.05,23.4,0.59,1.0,5.0
24.1,48.0,0.1,24.4,0.35,1.29,5
21.5,43.2,0.14,21.7,0.33,1.2,5
25.2,45.8,0.09,26.8,0.67,1.1,2.0
23.4,49.0,0.13,23.5,0.5,1.39,5
22.2,38.9,0.07,22.8,0.64,1.0,5.0
27.6,51.0,0.48,28.1,0.16,1.2,3.0
24.8,42.0,0.08,24.0,0.3,1.6,5.0
22.9,60.8,0.08,22.7,0.7,1.5,3.0
22.3,65.4,0.08,22.7,0.53,1.4,3.0
21.8,33.0,0.14,22.1,0.7,1.63,5.0
22.4,57.9,0.15,22.9,0.46,1.2,6.0
24.4,34.0,0.14,24.9,0.41,1.39,6
23.7,32.2,0.11,24.4,0.54,1.27,5
23.0,51.0,0.12,23.5,0.67,1.29,5
22.5,40.8,0.14,23.0,0.44,1.12,4
23.1,57.0,0.1,23.4,0.36,1.49,6
17.2,73.9,0.1,17.4,0.72,1.2,5.0
25.6,48.2,0.15,24.0,1.4,1.0,5.0
24.3,40.3,0.06,23.4,0.6,1.2,3.0
15.8,28.3,0.11,14.4,1.49,1.1,2.0
22.8,47.0,0.1,23.1,0.43,1.44,5
22.7,42.6,0.11,22.9,0.78,1.03,5
22.5,54.0,0.12,22.7,0.67,1.29,5
22.7,30.4,0.27,22.8,0.61,1.4,5
17.7,40.1,0.14,16.7,1.44,1.1,5.0
22.7,52.5,0.06,22.8,1.06,1.0,5
21.2,27.8,0.12,21.4,0.7,1.0,6
25.6,48.2,0.15,24.0,1.11,1.0,2.0
23.1,46.1,0.06,23.2,0.63,1.2,4
22.4,56.0,0.1,22.7,0.57,1.29,5
15.6,52.8,0.11,16.2,0.81,1.2,3.0
27.3,62.3,0.39,27.7,0.47,1.2,2.0
25.2,34.8,0.07,25.4,0.34,1.36,4
23.2,29.3,0.02,23.5,0.54,1.0,6
19.6,36.3,0.12,20.9,0.55,1.2,3.0
28.4,78.8,0.43,28.8,0.83,1.2,3.0
24.1,47.7,0.1,23.8,0.6,1.3,5.0
23.3,51.0,0.13,23.3,0.39,1.61,5
23.2,47.0,0.1,23.4,0.5,1.59,5
23.7,55.5,0.06,23.9,0.35,1.2,5.0
24.2,66.1,0.22,24.7,0.44,1.2,5.0
22.7,25.8,0.04,23.4,0.55,1.0,5
22.6,43.2,0.05,22.4,1.14,1.2,4
25.5,57.4,0.11,25.8,0.62,1.0,3
30.5,68.1,0.62,31.1,0.38,1.2,3.0
22.7,45.3,0.07,22.7,0.5,1.0,5
20.5,42.6,0.05,20.6,0.84,1.0,5.0
22.9,46.0,0.22,22.7,0.78,1.26,4
23.4,47.3,0.31,24.1,0.38,1.24,5
22.7,40.0,0.16,23.1,0.82,1.48,5.0
23.3,38.7,0.1,23.6,0.71,1.0,3
24.1,40.8,0.13,24.4,0.38,1.72,6
22.9,62.5,0.1,22.9,0.45,1.2,3.0
24.1,39.7,0.02,24.1,1.11,1.0,1
23.4,53.9,0.09,22.5,0.5,1.2,5.0
23.5,49.0,0.1,24.1,0.36,1.32,6
24.6,65.0,0.14,24.7,0.28,1.39,5
23.2,50.3,0.09,23.2,0.8,1.2,3
21.6,40.6,0.2,22.6,0.58,1.5,5
22.8,33.1,0.22,21.5,0.94,1.1,5.0
22.4,51.0,0.18,22.6,0.61,1.49,4
25.2,42.4,0.26,23.6,1.16,1.1,2.0
18.9,59.2,0.0,19.5,0.43,1.2,3.0
28.7,75.4,0.42,30.3,0.38,1.2,2.0
22.0,43.2,0.1,23.8,0.69,1.1,5.0
22.0,41.3,0.12,22.3,0.62,1.4,5
21.7,46.6,0.11,21.5,0.81,1.0,5
25.6,48.2,0.09,26.9,0.46,1.1,2.0
23.1,55.1,0.11,23.9,0.71,1.0,5.0
22.9,50.0,0.12,23.1,0.3,1.39,6
21.1,64.3,0.24,19.5,1.06,1.0,3.0
23.4,29.3,0.3,22.0,0.94,1.1,2.0
28.2,63.8,0.53,28.6,0.5,1.2,5.0
21.3,37.3,0.06,21.3,0.55,1.2,6
17.7,55.9,0.05,18.0,0.88,1.2,5.0
25.1,63.4,0.11,25.1,0.55,1.0,3.0
21.6,55.4,0.04,21.7,0.23,1.2,1
23.0,41.5,0.07,22.8,0.5,1.5,5.0
23.2,38.0,0.05,23.5,0.59,1.0,5
24.2,36.1,0.24,22.0,1.41,1.1,2.0
29.2,41.9,0.41,29.6,0.31,1.2,3.0
30.0,44.8,0.5,30.3,0.31,1.6,3.0
23.1,29.3,0.03,23.3,0.82,1.0,5
22.0,69.4,0.03,22.2,0.52,1.2,5.0
23.5,41.0,0.14,22.3,0.96,1.1,2.0
22.9,19.4,0.05,21.6,0.7,1.2,5.0
23.1,64.0,0.23,23.9,0.36,0.99,5
23.9,29.2,0.16,24.5,0.64,1.54,3
30.3,68.7,0.26,30.8,0.2,1.6,2.0
24.5,33.3,0.06,24.6,0.54,1.2,5
25.8,29.9,0.15,26.5,0.37,1.36,3
23.5,27.0,0.05,24.5,0.9,1.2,5
26.8,46.7,0.24,27.1,0.46,1.1,2.0
27.6,51.0,0.48,28.1,0.29,1.2,5.0
22.0,55.4,0.06,22.6,0.93,1.0,5.0
23.1,35.0,0.13,23.4,1.03,1.4,5
19.0,42.3,0.09,20.0,0.67,1.1,5.0
24.3,40.1,0.07,23.9,0.3,1.2,5.0
23.3,29.5,0.2,21.6,0.55,1.1,5.0
17.6,54.7,0.09,18.7,0.76,1.31,6
18.7,54.7,0.04,19.8,0.84,1.35,5
26.1,77.4,0.1,26.4,0.38,1.6,5.0
22.7,52.0,0.15,24.1,0.48,1.71,1.0
22.4,25.3,0.1,22.6,0.57,1.0,6
25.9,44.2,0.14,25.9,0.44,1.2,5.0
23.0,25.8,0.07,23.4,0.53,1.2,5
23.1,62.6,0.16,23.8,0.54,1.2,4.0
23.6,28.2,0.06,22.8,0.9,1.2,3.0
23.9,57.0,0.1,24.0,0.63,1.34,3
13.0,21.9,0.13,11.7,1.43,1.1,2.0
24.3,65.2,0.28,24.8,0.54,1.2,3.0
31.9,68.4,0.35,32.4,0.41,1.2,3.0
28.7,55.4,0.6,30.4,0.47,1.2,5.0
23.0,55.8,0.07,23.0,0.58,1.35,5
29.9,72.4,0.21,30.7,0.38,1.2,5.0
19.1,28.7,0.31,17.9,1.2,1.1,2.0
30.4,73.2,0.18,31.4,0.22,1.2,5.0
28.7,75.4,0.42,30.3,0.38,1.2,2.0
29.5,70.0,0.12,28.9,0.67,1.1,5.0
24.8,59.6,0.41,25.2,0.65,1.2,3
27.0,48.8,0.22,25.2,0.37,1.2,5.0
24.0,41.2,0.19,24.3,0.65,1.57,6
23.6,57.0,0.11,23.2,0.7,1.19,4
22.9,53.0,0.1,22.9,0.39,1.32,1
24.3,45.0,0.19,24.4,0.31,1.64,5
22.8,50.6,0.0,23.5,2.01,1.2,5.0
22.3,32.1,0.04,22.5,0.55,1.2,3
26.9,44.9,0.08,27.8,0.67,1.1,2.0
22.7,41.2,0.01,23.0,0.67,1.2,2
22.1,35.2,0.02,22.2,0.74,1.0,5
22.3,43.0,0.22,24.7,0.72,1.2,3.0
15.3,52.4,0.09,15.6,1.48,1.2,5.0
25.6,55.8,0.03,26.6,0.48,1.2,5.0
21.8,44.6,0.03,22.6,0.62,1.0,4
28.9,59.1,0.34,29.1,0.25,1.2,3.0
22.4,40.0,0.18,22.7,0.62,1.26,4.0
23.0,62.9,0.13,23.4,0.54,1.4,5.0
20.3,17.3,0.05,19.5,1.0,1.1,2.0
18.8,36.0,0.04,16.9,1.35,1.0,5.0
28.5,79.2,0.63,28.8,0.74,1.2,2.0
21.0,49.0,0.15,21.2,0.47,1.64,4
26.6,40.3,0.26,24.6,0.69,1.1,5.0
21.4,27.7,0.06,21.6,0.89,1.2,5
21.7,31.6,0.05,22.0,0.82,1.0,6
28.5,50.2,0.42,28.9,0.34,2.0,5.0
19.7,31.5,0.21,21.0,0.89,1.2,5.0
27.3,45.6,0.15,28.3,0.46,1.1,1.0
23.9,57.0,0.14,24.4,0.48,1.39,5
20.5,33.3,0.11,21.6,1.18,1.2,5.0
24.8,47.4,0.3,24.3,0.71,1.1,5.0
18.4,32.9,0.03,18.6,1.07,1.0,3
21.9,43.5,0.17,22.6,0.66,1.27,3
23.0,34.5,0.24,21.6,0.74,1.1,5.0
25.0,50.5,0.09,24.8,0.47,1.2,6.0
27.3,25.5,0.1,26.2,0.34,1.1,3.0
21.1,41.5,0.03,21.4,0.93,1.4,5
29.6,40.0,0.26,29.1,0.67,1.1,3.0
21.2,45.2,0.16,21.3,0.98,1.6,5
22.5,40.2,0.11,22.2,0.9,1.6,5.0
29.5,68.2,0.97,26.4,0.46,1.1,2.0
23.2,47.8,0.16,22.9,0.62,1.2,5
23.3,10.4,0.05,21.9,1.0,1.2,5.0
21.6,20.3,0.34,20.8,1.02,1.1,2.0
24.6,58.9,0.08,25.7,0.49,1.6,5.0
23.2,26.3,0.17,21.7,0.97,1.1,2.0
21.9,45.0,0.12,22.0,0.92,1.34,5
21.4,43.3,0.23,22.6,0.73,1.6,5.0
21.9,64.9,0.04,22.1,0.42,1.0,6.0
27.0,48.8,0.22,25.2,0.35,1.2,5.0
23.2,30.5,0.06,22.0,0.9,1.2,5.0
25.0,29.6,0.19,25.3,0.36,1.25,5
25.0,60.0,0.13,25.3,0.29,1.29,5
21.3,59.7,0.05,21.1,0.84,1.0,5.0
24.0,53.0,0.1,24.2,0.67,1.29,3
24.2,33.0,0.2,22.8,1.2,1.1,2.0
22.0,52.3,0.13,22.4,0.62,1.4,3
22.4,51.0,0.11,22.6,0.29,1.34,4
